model,n_active_features,rtn_survived_pct,prune_survived_pct,rtn_non_survived_pct,prune_non_survived_pct,rtn_degraded_pct,prune_degraded_pct,rtn_damaged_pct,prune_damaged_pct,jaccard_non_survived_corr_le_0.9,jaccard_damaged_corr_lt_0.5,pearson_damage_score_corr,spearman_damage_score_corr,pearson_feature_corr,spearman_feature_corr
Pythia-70M,5688,62.394514767932485,60.970464135021096,37.60548523206751,39.029535864978904,36.58579465541491,38.73066104078762,1.0196905766526019,0.29887482419127986,0.8604353393085787,0.20967741935483872,0.9508275563560549,0.9755798863741444,0.950827556356055,0.9755798863741444
Gemma-2-2B,7144,51.30179171332587,38.577827547592385,48.69820828667413,61.42217245240762,48.69820828667413,61.18421052631579,0.0,0.23796192609182532,0.7924356345408977,0.0,0.9590066019669735,0.9781631412196716,0.9590066019669741,0.9781631412196716
