layer,condition,method,bits,perplexity,ppl_delta_pct,n_active_features,mean_corr,median_corr,survived_>0.9_pct,degraded_0.5_0.9_pct,damaged_<0.5_pct,sparsity,matched_to_bits,n_tokens,n_total_features,loss,n_zeroed
12,FP16 baseline,FP16,16.0,458.53480267202224,0.0,7144,1.0,1.0,100.0,0.0,0.0,,,499968,16384,6.1280361943164365,
12,RTN INT8,RTN,8.0,470.5648830080225,2.623591549844706,7144,0.9663635102345712,0.9706584637033512,99.09014557670773,0.9098544232922732,0.0,,,499968,16384,6.153933851766513,
12,RTN INT7,RTN,7.0,432.6358899221099,-5.648189101239742,7144,0.9433387164989513,0.9498963839818639,81.25699888017918,18.74300111982083,0.0,,,499968,16384,6.069896473374296,
12,RTN INT6,RTN,6.0,476.8236411108342,3.9885387831495756,7144,0.8911200143165376,0.9026694090394689,51.30179171332587,48.69820828667413,0.0,,,499968,16384,6.167146697388633,
12,RTN INT5,RTN,5.0,539.7675764232008,17.71572698033179,7144,0.7641520758963748,0.7780036880039277,27.715565509518473,66.36338185890257,5.921052631578947,,,499968,16384,6.291138632872504,
12,RTN INT4,RTN,4.0,669.8330148944029,46.08117224495971,7144,0.49393636584760914,0.45124168152747435,12.402015677491601,32.89473684210527,54.703247480403135,,,499968,16384,6.507028449820789,
12,Magnitude pruning matched INT6,pruning,,486.62606756559927,6.12631031055455,7144,0.8406763740434238,0.8551385903637242,38.577827547592385,61.18421052631579,0.23796192609182532,0.16250000000000003,6.0,499968,16384,6.187495999743984,329809692.0
