feature_id,condition_rtn,bits_rtn,layer_rtn,corr_rtn,firing_rate_rtn,mean_activation_rtn,max_activation_rtn,active_rtn,survived_>0.9_rtn,damaged_<0.5_rtn,condition_prune,bits_prune,layer_prune,corr_prune,firing_rate_prune,mean_activation_prune,max_activation_prune,active_prune,survived_>0.9_prune,damaged_<0.5_prune,damage_rtn,damage_prune,rtn_survived,prune_survived,rtn_non_survived,prune_non_survived,rtn_damaged,prune_damaged,rtn_degraded,prune_degraded
3237,RTN INT6,6,4,0.676977279802709,0.0042868589743589,0.0006456685718148,1.3978663682937622,True,False,False,Magnitude pruning matched INT6,16,4,0.5770308761045473,0.0042868589743589,0.0006456685718148,1.3978663682937622,True,False,False,0.32302272019729095,0.4229691238954527,False,False,True,True,False,False,True,True
3239,RTN INT6,6,4,0.950838568915193,0.003525641025641,0.0012088521019531,2.3346080780029297,True,True,False,Magnitude pruning matched INT6,16,4,0.9643362392702072,0.003525641025641,0.0012088521019531,2.3346080780029297,True,True,False,0.04916143108480697,0.035663760729792826,True,True,False,False,False,False,False,False
3241,RTN INT6,6,4,0.9288490930097592,0.0071464342948717,0.0020984410332181,2.488539218902588,True,True,False,Magnitude pruning matched INT6,16,4,0.9151572361083392,0.0071464342948717,0.0020984410332181,2.488539218902588,True,True,False,0.07115090699024085,0.08484276389166079,True,True,False,False,False,False,False,False
3245,RTN INT6,6,4,0.9772350939669104,0.0014723557692307,0.0007687848273258,4.670602798461914,True,True,False,Magnitude pruning matched INT6,16,4,0.9637868456594488,0.0014723557692307,0.0007687848273258,4.670602798461914,True,True,False,0.02276490603308956,0.03621315434055117,True,True,False,False,False,False,False,False
3247,RTN INT6,6,4,0.946142835371585,0.0061498397435897,0.0015035198855166,5.320044040679932,True,True,False,Magnitude pruning matched INT6,16,4,0.9386645636132024,0.0061498397435897,0.0015035198855166,5.320044040679932,True,True,False,0.053857164628415055,0.061335436386797615,True,True,False,False,False,False,False,False
3252,RTN INT6,6,4,0.951241390883474,0.0309645432692307,0.0082516475870178,2.6204867362976074,True,True,False,Magnitude pruning matched INT6,16,4,0.9485338479916487,0.0309645432692307,0.0082516475870178,2.6204867362976074,True,True,False,0.048758609116525964,0.05146615200835125,True,True,False,False,False,False,False,False
3259,RTN INT6,6,4,0.9877086389793178,0.0025440705128205,0.0022717481813369,3.568355083465576,True,True,False,Magnitude pruning matched INT6,16,4,0.9868498902776514,0.0025440705128205,0.0022717481813369,3.568355083465576,True,True,False,0.012291361020682179,0.013150109722348646,True,True,False,False,False,False,False,False
3260,RTN INT6,6,4,0.9740459911655108,0.0130458733974358,0.0105101256523854,4.178127288818359,True,True,False,Magnitude pruning matched INT6,16,4,0.97420682496427,0.0130458733974358,0.0105101256523854,4.178127288818359,True,True,False,0.025954008834489173,0.025793175035729976,True,True,False,False,False,False,False,False
3264,RTN INT6,6,4,0.9888704317345568,0.0032151442307692,0.0019397403603085,6.931241512298584,True,True,False,Magnitude pruning matched INT6,16,4,0.9807000902553376,0.0032151442307692,0.0019397403603085,6.931241512298584,True,True,False,0.011129568265443202,0.019299909744662447,True,True,False,False,False,False,False,False
3266,RTN INT6,6,4,0.7796931002203147,0.0171324118589743,0.0033543587824962,2.2444512844085693,True,False,False,Magnitude pruning matched INT6,16,4,0.8184847801614318,0.0171324118589743,0.0033543587824962,2.2444512844085693,True,False,False,0.22030689977968532,0.18151521983856822,False,False,True,True,False,False,True,True
3267,RTN INT6,6,4,0.922504538657063,0.0199619391025641,0.003929596510268,1.2307634353637695,True,True,False,Magnitude pruning matched INT6,16,4,0.903476771084742,0.0199619391025641,0.003929596510268,1.2307634353637695,True,True,False,0.07749546134293706,0.096523228915258,True,True,False,False,False,False,False,False
3278,RTN INT6,6,4,0.979521025409908,0.0043569711538461,0.0026458793227226,4.36142635345459,True,True,False,Magnitude pruning matched INT6,16,4,0.9824295117785764,0.0043569711538461,0.0026458793227226,4.36142635345459,True,True,False,0.02047897459009196,0.017570488221423597,True,True,False,False,False,False,False,False
3283,RTN INT6,6,4,0.9714693164329028,0.0058343349358974,0.0014260463431501,6.353063583374023,True,True,False,Magnitude pruning matched INT6,16,4,0.9668354017404812,0.0058343349358974,0.0014260463431501,6.353063583374023,True,True,False,0.028530683567097204,0.033164598259518785,True,True,False,False,False,False,False,False
3291,RTN INT6,6,4,0.5883352758515924,0.0084385016025641,0.0019560555491644,4.331721305847168,True,False,False,Magnitude pruning matched INT6,16,4,0.6488984968871209,0.0084385016025641,0.0019560555491644,4.331721305847168,True,False,False,0.4116647241484076,0.35110150311287913,False,False,True,True,False,False,True,True
3292,RTN INT6,6,4,0.9502560582542996,0.008428485576923,0.0016594403655453,3.313424587249756,True,True,False,Magnitude pruning matched INT6,16,4,0.9019962965386727,0.008428485576923,0.0016594403655453,3.313424587249756,True,True,False,0.049743941745700404,0.09800370346132725,True,True,False,False,False,False,False,False
3294,RTN INT6,6,4,0.9862678301764102,0.0021183894230769,0.0012644999251605,5.504772186279297,True,True,False,Magnitude pruning matched INT6,16,4,0.9856996460464326,0.0021183894230769,0.0012644999251605,5.504772186279297,True,True,False,0.013732169823589824,0.014300353953567435,True,True,False,False,False,False,False,False
3296,RTN INT6,6,4,0.9738801880507756,0.0139172676282051,0.007847070975456,2.596001386642456,True,True,False,Magnitude pruning matched INT6,16,4,0.976492107358507,0.0139172676282051,0.007847070975456,2.596001386642456,True,True,False,0.026119811949224414,0.023507892641493,True,True,False,False,False,False,False,False
3301,RTN INT6,6,4,0.9802720114166716,0.006845953525641,0.0050353575587415,5.329719543457031,True,True,False,Magnitude pruning matched INT6,16,4,0.9787799041850868,0.006845953525641,0.0050353575587415,5.329719543457031,True,True,False,0.01972798858332836,0.021220095814913242,True,True,False,False,False,False,False,False
3302,RTN INT6,6,4,0.8673254877321507,0.0022085336538461,0.0005360439494371,1.559046506881714,True,False,False,Magnitude pruning matched INT6,16,4,0.840057056275965,0.0022085336538461,0.0005360439494371,1.559046506881714,True,False,False,0.13267451226784932,0.15994294372403495,False,False,True,True,False,False,True,True
3303,RTN INT6,6,4,0.9644428371012342,0.0016726762820512,0.000819761354106,3.934631824493408,True,True,False,Magnitude pruning matched INT6,16,4,0.9672175349006846,0.0016726762820512,0.000819761354106,3.934631824493408,True,True,False,0.03555716289876576,0.03278246509931537,True,True,False,False,False,False,False,False
3322,RTN INT6,6,4,0.6525501788576848,0.0140775240384615,0.0020483660969871,1.2564822435379028,True,False,False,Magnitude pruning matched INT6,16,4,0.7326857266557124,0.0140775240384615,0.0020483660969871,1.2564822435379028,True,False,False,0.34744982114231515,0.2673142733442876,False,False,True,True,False,False,True,True
3327,RTN INT6,6,4,0.6947851114741239,0.0137269631410256,0.002636878114516,3.1398446559906006,True,False,False,Magnitude pruning matched INT6,16,4,0.7524310314063782,0.0137269631410256,0.002636878114516,3.1398446559906006,True,False,False,0.3052148885258761,0.24756896859362176,False,False,True,True,False,False,True,True
3329,RTN INT6,6,4,0.8290940525434026,0.0040564903846153,0.0006525079460026,1.117326021194458,True,False,False,Magnitude pruning matched INT6,16,4,0.7715990203183375,0.0040564903846153,0.0006525079460026,1.117326021194458,True,False,False,0.17090594745659737,0.2284009796816625,False,False,True,True,False,False,True,True
3331,RTN INT6,6,4,0.577157319134536,0.0228966346153846,0.0084924739925787,5.224330902099609,True,False,False,Magnitude pruning matched INT6,16,4,0.609101166873951,0.0228966346153846,0.0084924739925787,5.224330902099609,True,False,False,0.42284268086546395,0.390898833126049,False,False,True,True,False,False,True,True
3336,RTN INT6,6,4,0.8529768921099575,0.0296324118589743,0.0043112842822805,1.2779572010040283,True,False,False,Magnitude pruning matched INT6,16,4,0.8356901185914504,0.0296324118589743,0.0043112842822805,1.2779572010040283,True,False,False,0.14702310789004247,0.16430988140854963,False,False,True,True,False,False,True,True
3337,RTN INT6,6,4,0.9810547751843158,0.0018379407051282,0.000692498540052,8.744626998901367,True,True,False,Magnitude pruning matched INT6,16,4,0.9766336315053716,0.0018379407051282,0.000692498540052,8.744626998901367,True,True,False,0.01894522481568417,0.023366368494628365,True,True,False,False,False,False,False,False
3340,RTN INT6,6,4,0.9599688783708036,0.0132411858974358,0.0041950785363904,2.524238109588623,True,True,False,Magnitude pruning matched INT6,16,4,0.9452946577340248,0.0132411858974358,0.0041950785363904,2.524238109588623,True,True,False,0.04003112162919642,0.05470534226597523,True,True,False,False,False,False,False,False
3344,RTN INT6,6,4,0.9850894017023094,0.0054837740384615,0.0032756139028769,5.386839866638184,True,True,False,Magnitude pruning matched INT6,16,4,0.9862066086237078,0.0054837740384615,0.0032756139028769,5.386839866638184,True,True,False,0.014910598297690592,0.013793391376292208,True,True,False,False,False,False,False,False
3345,RTN INT6,6,4,0.8256935503371771,0.0064403044871794,0.0025350849063565,5.151623249053955,True,False,False,Magnitude pruning matched INT6,16,4,0.9007686454411236,0.0064403044871794,0.0025350849063565,5.151623249053955,True,True,False,0.17430644966282294,0.09923135455887644,False,True,True,False,False,False,True,False
3350,RTN INT6,6,4,0.9824983253970272,0.0010867387820512,0.0010531837398257,3.9028360843658447,True,True,False,Magnitude pruning matched INT6,16,4,0.9746174678295036,0.0010867387820512,0.0010531837398257,3.9028360843658447,True,True,False,0.017501674602972805,0.025382532170496352,True,True,False,False,False,False,False,False
3355,RTN INT6,6,4,0.9287981908281644,0.0089493189102564,0.0026169403620326,1.4762372970581057,True,True,False,Magnitude pruning matched INT6,16,4,0.9242146213889324,0.0089493189102564,0.0026169403620326,1.4762372970581057,True,True,False,0.0712018091718356,0.0757853786110676,True,True,False,False,False,False,False,False
3357,RTN INT6,6,4,0.9049749238626698,0.004522235576923,0.0010803596274807,2.2036561965942383,True,True,False,Magnitude pruning matched INT6,16,4,0.8891245870529249,0.004522235576923,0.0010803596274807,2.2036561965942383,True,False,False,0.09502507613733024,0.11087541294707515,True,False,False,True,False,False,False,True
3363,RTN INT6,6,4,0.8928384519176233,0.0011217948717948,0.0002024382260293,1.658431887626648,True,False,False,Magnitude pruning matched INT6,16,4,0.8516019154967481,0.0011217948717948,0.0002024382260293,1.658431887626648,True,False,False,0.10716154808237666,0.14839808450325187,False,False,True,True,False,False,True,True
3369,RTN INT6,6,4,0.9809559726890807,0.0028245192307692,0.0026899910645368,4.2663750648498535,True,True,False,Magnitude pruning matched INT6,16,4,0.9811876261516596,0.0028245192307692,0.0026899910645368,4.2663750648498535,True,True,False,0.019044027310919254,0.018812373848340447,True,True,False,False,False,False,False,False
3370,RTN INT6,6,4,0.9764351444508984,0.0015524839743589,0.0009918101800557,4.231473922729492,True,True,False,Magnitude pruning matched INT6,16,4,0.9432665319560656,0.0015524839743589,0.0009918101800557,4.231473922729492,True,True,False,0.023564855549101593,0.05673346804393442,True,True,False,False,False,False,False,False
3395,RTN INT6,6,4,0.5319971256053232,0.0037710336538461,0.0005530221897434,0.5965006947517395,True,False,False,Magnitude pruning matched INT6,16,4,0.7717867766563885,0.0037710336538461,0.0005530221897434,0.5965006947517395,True,False,False,0.4680028743946768,0.2282132233436115,False,False,True,True,False,False,True,True
3398,RTN INT6,6,4,0.6078028978079072,0.0049178685897435,0.0009293047463497,1.8448330163955688,True,False,False,Magnitude pruning matched INT6,16,4,0.66307730336938,0.0049178685897435,0.0009293047463497,1.8448330163955688,True,False,False,0.3921971021920928,0.33692269663062,False,False,True,True,False,False,True,True
3416,RTN INT6,6,4,0.7842721844965419,0.0973157051282051,0.0140372667351188,1.0018091201782229,True,False,False,Magnitude pruning matched INT6,16,4,0.7501857917719498,0.0973157051282051,0.0140372667351188,1.0018091201782229,True,False,False,0.2157278155034581,0.24981420822805023,False,False,True,True,False,False,True,True
3421,RTN INT6,6,4,0.8893930530341232,0.0016977163461538,0.0002941556094297,1.193397879600525,True,False,False,Magnitude pruning matched INT6,16,4,0.8887330744198533,0.0016977163461538,0.0002941556094297,1.193397879600525,True,False,False,0.1106069469658768,0.11126692558014672,False,False,True,True,False,False,True,True
3426,RTN INT6,6,4,0.9293845346475008,0.0017427884615384,0.0005107634193383,2.663757801055908,True,True,False,Magnitude pruning matched INT6,16,4,0.940912280538767,0.0017427884615384,0.0005107634193383,2.663757801055908,True,True,False,0.07061546535249918,0.059087719461233035,True,True,False,False,False,False,False,False
3442,RTN INT6,6,4,0.5169762588674701,0.0138621794871794,0.0022344604212169,1.2141244411468506,True,False,False,Magnitude pruning matched INT6,16,4,0.5916425324586154,0.0138621794871794,0.0022344604212169,1.2141244411468506,True,False,False,0.4830237411325299,0.4083574675413846,False,False,True,True,False,False,True,True
3448,RTN INT6,6,4,0.969248662041832,0.0131860977564102,0.0053885252573169,5.062602996826172,True,True,False,Magnitude pruning matched INT6,16,4,0.9676785295159308,0.0131860977564102,0.0053885252573169,5.062602996826172,True,True,False,0.03075133795816798,0.03232147048406919,True,True,False,False,False,False,False,False
3451,RTN INT6,6,4,0.9716813862767124,0.0030649038461538,0.00164855929205,3.1801834106445312,True,True,False,Magnitude pruning matched INT6,16,4,0.9770992423051345,0.0030649038461538,0.00164855929205,3.1801834106445312,True,True,False,0.02831861372328759,0.022900757694865548,True,True,False,False,False,False,False,False
3456,RTN INT6,6,4,0.7239052494822978,0.0068309294871794,0.0015307700324158,2.396369457244873,True,False,False,Magnitude pruning matched INT6,16,4,0.768605127799884,0.0068309294871794,0.0015307700324158,2.396369457244873,True,False,False,0.27609475051770216,0.231394872200116,False,False,True,True,False,False,True,True
3462,RTN INT6,6,4,0.8571839595709336,0.0389172676282051,0.0067694574743748,1.0449252128601074,True,False,False,Magnitude pruning matched INT6,16,4,0.8653816036473587,0.0389172676282051,0.0067694574743748,1.0449252128601074,True,False,False,0.14281604042906637,0.13461839635264128,False,False,True,True,False,False,True,True
3471,RTN INT6,6,4,0.941873142438899,0.0095552884615384,0.0019555337144993,2.2953197956085205,True,True,False,Magnitude pruning matched INT6,16,4,0.882301254848585,0.0095552884615384,0.0019555337144993,2.2953197956085205,True,False,False,0.05812685756110103,0.11769874515141499,True,False,False,True,False,False,False,True
3479,RTN INT6,6,4,0.907506050685376,0.0010416666666666,0.0001967175789058,0.9315057396888732,True,True,False,Magnitude pruning matched INT6,16,4,0.8064109293039432,0.0010416666666666,0.0001967175789058,0.9315057396888732,True,False,False,0.09249394931462396,0.1935890706960568,True,False,False,True,False,False,False,True
3481,RTN INT6,6,4,0.9833283426371052,0.0108473557692307,0.0080682638635596,5.481503963470459,True,True,False,Magnitude pruning matched INT6,16,4,0.9845974527144788,0.0108473557692307,0.0080682638635596,5.481503963470459,True,True,False,0.016671657362894776,0.015402547285521151,True,True,False,False,False,False,False,False
3485,RTN INT6,6,4,0.9305627153060082,0.0745643028846153,0.0168746800329058,1.9369916915893557,True,True,False,Magnitude pruning matched INT6,16,4,0.9152141255336655,0.0745643028846153,0.0168746800329058,1.9369916915893557,True,True,False,0.0694372846939918,0.08478587446633445,True,True,False,False,False,False,False,False
3486,RTN INT6,6,4,0.9648714278801592,0.0057792467948717,0.0028160711813073,5.121991157531738,True,True,False,Magnitude pruning matched INT6,16,4,0.9503930498024266,0.0057792467948717,0.0028160711813073,5.121991157531738,True,True,False,0.03512857211984077,0.04960695019757344,True,True,False,False,False,False,False,False
3495,RTN INT6,6,4,0.96567496303884,0.0142578125,0.0044976876776975,2.6125035285949707,True,True,False,Magnitude pruning matched INT6,16,4,0.9463531976249822,0.0142578125,0.0044976876776975,2.6125035285949707,True,True,False,0.03432503696115996,0.053646802375017844,True,True,False,False,False,False,False,False
3498,RTN INT6,6,4,0.9249731677544056,0.0020532852564102,0.0005777371624926,2.963172197341919,True,True,False,Magnitude pruning matched INT6,16,4,0.9295086195701572,0.0020532852564102,0.0005777371624926,2.963172197341919,True,True,False,0.07502683224559437,0.07049138042984282,True,True,False,False,False,False,False,False
3511,RTN INT6,6,4,0.9151382081050023,0.0014873798076923,0.0005628991636256,1.9217240810394287,True,True,False,Magnitude pruning matched INT6,16,4,0.9106793224733044,0.0014873798076923,0.0005628991636256,1.9217240810394287,True,True,False,0.08486179189499765,0.08932067752669559,True,True,False,False,False,False,False,False
3514,RTN INT6,6,4,0.9604899634976336,0.0013621794871794,0.0003697068534958,6.463921546936035,True,True,False,Magnitude pruning matched INT6,16,4,0.956431613368048,0.0013621794871794,0.0003697068534958,6.463921546936035,True,True,False,0.0395100365023664,0.04356838663195195,True,True,False,False,False,False,False,False
3516,RTN INT6,6,4,0.7748302686609236,0.0156099759615384,0.0037352087373176,2.1434855461120605,True,False,False,Magnitude pruning matched INT6,16,4,0.8341655079808542,0.0156099759615384,0.0037352087373176,2.1434855461120605,True,False,False,0.22516973133907636,0.1658344920191458,False,False,True,True,False,False,True,True
3517,RTN INT6,6,4,0.756625690854094,0.0128054887820512,0.0027446888064822,2.921109199523926,True,False,False,Magnitude pruning matched INT6,16,4,0.7564079585513986,0.0128054887820512,0.0027446888064822,2.921109199523926,True,False,False,0.24337430914590596,0.24359204144860136,False,False,True,True,False,False,True,True
3518,RTN INT6,6,4,0.9180803382856332,0.0010717147435897,0.0002369888631316,2.647978544235229,True,True,False,Magnitude pruning matched INT6,16,4,0.8026951892955041,0.0010717147435897,0.0002369888631316,2.647978544235229,True,False,False,0.08191966171436682,0.1973048107044959,True,False,False,True,False,False,False,True
3521,RTN INT6,6,4,0.6570580920725532,0.0198467548076923,0.0030791162117682,1.400304079055786,True,False,False,Magnitude pruning matched INT6,16,4,0.576421538843168,0.0198467548076923,0.0030791162117682,1.400304079055786,True,False,False,0.34294190792744683,0.42357846115683195,False,False,True,True,False,False,True,True
3522,RTN INT6,6,4,0.9776665763491482,0.0186147836538461,0.0094966608986186,3.323892116546631,True,True,False,Magnitude pruning matched INT6,16,4,0.967523525749148,0.0186147836538461,0.0094966608986186,3.323892116546631,True,True,False,0.02233342365085178,0.03247647425085198,True,True,False,False,False,False,False,False
3525,RTN INT6,6,4,0.9759521759181068,0.0034304887820512,0.0011953745111942,3.897173404693604,True,True,False,Magnitude pruning matched INT6,16,4,0.9787247521358574,0.0034304887820512,0.0011953745111942,3.897173404693604,True,True,False,0.02404782408189321,0.021275247864142588,True,True,False,False,False,False,False,False
3527,RTN INT6,6,4,0.9874227626708884,0.0017978766025641,0.0015809448588138,6.670284271240234,True,True,False,Magnitude pruning matched INT6,16,4,0.9883571807527376,0.0017978766025641,0.0015809448588138,6.670284271240234,True,True,False,0.012577237329111646,0.011642819247262404,True,True,False,False,False,False,False,False
3545,RTN INT6,6,4,0.9897541347467338,0.0012520032051282,0.0007166167864432,3.859618663787842,True,True,False,Magnitude pruning matched INT6,16,4,0.9889901607096856,0.0012520032051282,0.0007166167864432,3.859618663787842,True,True,False,0.010245865253266206,0.011009839290314405,True,True,False,False,False,False,False,False
3546,RTN INT6,6,4,0.9944843881917154,0.0015524839743589,0.0009563972603362,8.670266151428223,True,True,False,Magnitude pruning matched INT6,16,4,0.9921691226181748,0.0015524839743589,0.0009563972603362,8.670266151428223,True,True,False,0.005515611808284637,0.007830877381825196,True,True,False,False,False,False,False,False
3553,RTN INT6,6,4,0.7808175937009663,0.0194711538461538,0.0024458926853138,1.053098201751709,True,False,False,Magnitude pruning matched INT6,16,4,0.7710158224597906,0.0194711538461538,0.0024458926853138,1.053098201751709,True,False,False,0.21918240629903374,0.2289841775402094,False,False,True,True,False,False,True,True
3570,RTN INT6,6,4,0.97073552651109,0.0298477564102564,0.0167023175748256,4.195723056793213,True,True,False,Magnitude pruning matched INT6,16,4,0.9615683596394694,0.0298477564102564,0.0167023175748256,4.195723056793213,True,True,False,0.029264473488910037,0.038431640360530595,True,True,False,False,False,False,False,False
3571,RTN INT6,6,4,0.9903376767857506,0.0060897435897435,0.0035615486307786,6.576364040374756,True,True,False,Magnitude pruning matched INT6,16,4,0.9907756177829696,0.0060897435897435,0.0035615486307786,6.576364040374756,True,True,False,0.009662323214249424,0.009224382217030369,True,True,False,False,False,False,False,False
3572,RTN INT6,6,4,0.9702143633647646,0.004912860576923,0.0020780912657172,5.845789909362793,True,True,False,Magnitude pruning matched INT6,16,4,0.9477118516071988,0.004912860576923,0.0020780912657172,5.845789909362793,True,True,False,0.02978563663523537,0.05228814839280116,True,True,False,False,False,False,False,False
3575,RTN INT6,6,4,0.9711832995998184,0.001397235576923,0.0007351252733944,4.213810443878174,True,True,False,Magnitude pruning matched INT6,16,4,0.9638696918527032,0.001397235576923,0.0007351252733944,4.213810443878174,True,True,False,0.028816700400181583,0.036130308147296786,True,True,False,False,False,False,False,False
3577,RTN INT6,6,4,0.7027781152521605,0.0403996394230769,0.0048721512693028,0.806233286857605,True,False,False,Magnitude pruning matched INT6,16,4,0.7402700859751641,0.0403996394230769,0.0048721512693028,0.806233286857605,True,False,False,0.2972218847478395,0.2597299140248359,False,False,True,True,False,False,True,True
3578,RTN INT6,6,4,0.9183572162172172,0.0087690304487179,0.0019061234845326,2.9671742916107178,True,True,False,Magnitude pruning matched INT6,16,4,0.8972754056335027,0.0087690304487179,0.0019061234845326,2.9671742916107178,True,False,False,0.08164278378278278,0.10272459436649728,True,False,False,True,False,False,False,True
3580,RTN INT6,6,4,0.8329203349664186,0.0259565304487179,0.0094939558805587,2.90722393989563,True,False,False,Magnitude pruning matched INT6,16,4,0.8740759343588672,0.0259565304487179,0.0094939558805587,2.90722393989563,True,False,False,0.1670796650335814,0.1259240656411328,False,False,True,True,False,False,True,True
3587,RTN INT6,6,4,0.810436126878658,0.5295522836538461,0.3059715351274906,3.941464900970459,True,False,False,Magnitude pruning matched INT6,16,4,0.8747510410882618,0.5295522836538461,0.3059715351274906,3.941464900970459,True,False,False,0.18956387312134204,0.12524895891173815,False,False,True,True,False,False,True,True
3597,RTN INT6,6,4,0.9820975686397124,0.0047776442307692,0.0018550920741966,9.529678344726562,True,True,False,Magnitude pruning matched INT6,16,4,0.9763668630786928,0.0047776442307692,0.0018550920741966,9.529678344726562,True,True,False,0.017902431360287574,0.023633136921307196,True,True,False,False,False,False,False,False
3604,RTN INT6,6,4,0.987733704378159,0.0070362580128205,0.0053201874037488,2.7550573348999023,True,True,False,Magnitude pruning matched INT6,16,4,0.9744102062738628,0.0070362580128205,0.0053201874037488,2.7550573348999023,True,True,False,0.012266295621841006,0.025589793726137233,True,True,False,False,False,False,False,False
3609,RTN INT6,6,4,0.8333771899841041,0.0499198717948718,0.012940961032067,2.2702808380126958,True,False,False,Magnitude pruning matched INT6,16,4,0.8715509750023824,0.0499198717948718,0.012940961032067,2.2702808380126958,True,False,False,0.16662281001589585,0.12844902499761757,False,False,True,True,False,False,True,True
3612,RTN INT6,6,4,0.987416520349007,0.0011969150641025,0.0009190114797092,4.1223649978637695,True,True,False,Magnitude pruning matched INT6,16,4,0.984845181711698,0.0011969150641025,0.0009190114797092,4.1223649978637695,True,True,False,0.012583479650993046,0.015154818288302008,True,True,False,False,False,False,False,False
3614,RTN INT6,6,4,0.8420052723798537,0.0017077323717948,0.0003302998518427,0.9096819758415222,True,False,False,Magnitude pruning matched INT6,16,4,0.8197321479003532,0.0017077323717948,0.0003302998518427,0.9096819758415222,True,False,False,0.15799472762014632,0.1802678520996468,False,False,True,True,False,False,True,True
3620,RTN INT6,6,4,0.9802162964838304,0.0088391426282051,0.0057182252580204,5.251695156097412,True,True,False,Magnitude pruning matched INT6,16,4,0.981471651834692,0.0088391426282051,0.0057182252580204,5.251695156097412,True,True,False,0.01978370351616965,0.018528348165308017,True,True,False,False,False,False,False,False
3624,RTN INT6,6,4,0.9035149358956268,0.0035506810897435,0.0008350156913272,3.964775562286377,True,True,False,Magnitude pruning matched INT6,16,4,0.9109482418071848,0.0035506810897435,0.0008350156913272,3.964775562286377,True,True,False,0.09648506410437319,0.08905175819281519,True,True,False,False,False,False,False,False
3636,RTN INT6,6,4,0.917599594843641,0.0027043269230769,0.0006212882500571,1.2890020608901978,True,True,False,Magnitude pruning matched INT6,16,4,0.8725615867633431,0.0027043269230769,0.0006212882500571,1.2890020608901978,True,False,False,0.08240040515635905,0.12743841323665694,True,False,False,True,False,False,False,True
3637,RTN INT6,6,4,0.978223850066961,0.0046774839743589,0.003923036037789,4.430083751678467,True,True,False,Magnitude pruning matched INT6,16,4,0.9855284868297282,0.0046774839743589,0.003923036037789,4.430083751678467,True,True,False,0.021776149933039002,0.014471513170271844,True,True,False,False,False,False,False,False
3641,RTN INT6,6,4,0.6813641559072088,0.0131009615384615,0.0051213185852154,3.5778281688690186,True,False,False,Magnitude pruning matched INT6,16,4,0.7971091712045123,0.0131009615384615,0.0051213185852154,3.5778281688690186,True,False,False,0.3186358440927912,0.2028908287954877,False,False,True,True,False,False,True,True
3649,RTN INT6,6,4,0.9670958285689149,0.001397235576923,0.0005887231344763,5.043645858764648,True,True,False,Magnitude pruning matched INT6,16,4,0.9496398693225456,0.001397235576923,0.0005887231344763,5.043645858764648,True,True,False,0.03290417143108515,0.05036013067745437,True,True,False,False,False,False,False,False
3650,RTN INT6,6,4,0.7174855634480347,0.0097806490384615,0.0031842089067093,1.7843871116638184,True,False,False,Magnitude pruning matched INT6,16,4,0.7939198573831232,0.0097806490384615,0.0031842089067093,1.7843871116638184,True,False,False,0.2825144365519653,0.2060801426168768,False,False,True,True,False,False,True,True
3653,RTN INT6,6,4,0.8976913039451554,0.0229467147435897,0.0047659570837799,2.460296154022217,True,False,False,Magnitude pruning matched INT6,16,4,0.8876182643208763,0.0229467147435897,0.0047659570837799,2.460296154022217,True,False,False,0.1023086960548446,0.11238173567912368,False,False,True,True,False,False,True,True
3659,RTN INT6,6,4,0.9736027987042414,0.0101061698717948,0.0040350893530278,2.0649147033691406,True,True,False,Magnitude pruning matched INT6,16,4,0.962355098710645,0.0101061698717948,0.0040350893530278,2.0649147033691406,True,True,False,0.02639720129575862,0.03764490128935505,True,True,False,False,False,False,False,False
3660,RTN INT6,6,4,0.9430581800641992,0.0010016025641025,0.0003383795877035,3.4802095890045166,True,True,False,Magnitude pruning matched INT6,16,4,0.9210934807919332,0.0010016025641025,0.0003383795877035,3.4802095890045166,True,True,False,0.05694181993580083,0.0789065192080668,True,True,False,False,False,False,False,False
3671,RTN INT6,6,4,0.9792211119092414,0.0017528044871794,0.0009654094963573,3.765003442764282,True,True,False,Magnitude pruning matched INT6,16,4,0.9777882597883004,0.0017528044871794,0.0009654094963573,3.765003442764282,True,True,False,0.020778888090758563,0.022211740211699582,True,True,False,False,False,False,False,False
3675,RTN INT6,6,4,0.9924095146400868,0.0012920673076923,0.001358420395543,5.026087760925293,True,True,False,Magnitude pruning matched INT6,16,4,0.9924944465505724,0.0012920673076923,0.001358420395543,5.026087760925293,True,True,False,0.007590485359913246,0.007505553449427604,True,True,False,False,False,False,False,False
3678,RTN INT6,6,4,0.6964346550808622,0.007441907051282,0.0014497925321428,3.5375094413757324,True,False,False,Magnitude pruning matched INT6,16,4,0.7788710784724145,0.007441907051282,0.0014497925321428,3.5375094413757324,True,False,False,0.3035653449191378,0.22112892152758545,False,False,True,True,False,False,True,True
3683,RTN INT6,6,4,0.9889320401118225,0.0013020833333333,0.0006354394909113,9.917195320129396,True,True,False,Magnitude pruning matched INT6,16,4,0.9893063497644417,0.0013020833333333,0.0006354394909113,9.917195320129396,True,True,False,0.011067959888177548,0.01069365023555835,True,True,False,False,False,False,False,False
3687,RTN INT6,6,4,0.9752614407668,0.0056440304487179,0.0019915622644102,5.114384174346924,True,True,False,Magnitude pruning matched INT6,16,4,0.9638694654600124,0.0056440304487179,0.0019915622644102,5.114384174346924,True,True,False,0.024738559233200008,0.0361305345399876,True,True,False,False,False,False,False,False
3690,RTN INT6,6,4,0.9725370479392288,0.0025841346153846,0.001228752946899,4.411509990692139,True,True,False,Magnitude pruning matched INT6,16,4,0.97901023591713,0.0025841346153846,0.001228752946899,4.411509990692139,True,True,False,0.027462952060771206,0.02098976408287001,True,True,False,False,False,False,False,False
