feature_id,condition_rtn,layer_rtn,corr_rtn,firing_rate_rtn,mean_activation_rtn,max_activation_rtn,active_rtn,survived_>0.9_rtn,damaged_<0.5_rtn,condition_prune,layer_prune,corr_prune,firing_rate_prune,mean_activation_prune,max_activation_prune,active_prune,survived_>0.9_prune,damaged_<0.5_prune,damage_rtn,damage_prune,rtn_survived,prune_survived,rtn_non_survived,prune_non_survived,rtn_damaged,prune_damaged,rtn_degraded,prune_degraded
34,RTN INT6,12,0.959005116800384,0.0404365879416282,0.2102619938164209,18.053936004638672,True,True,False,Magnitude pruning matched INT6,12,0.9495205925992676,0.0404365879416282,0.2102619938164209,18.053936004638672,True,True,False,0.04099488319961597,0.05047940740073242,True,True,False,False,False,False,False,False
37,RTN INT6,12,0.7896559833757066,0.0122127816180235,0.0469196051072102,13.785306930541992,True,False,False,Magnitude pruning matched INT6,12,0.727925692401507,0.0122127816180235,0.0469196051072102,13.785306930541992,True,False,False,0.21034401662429336,0.27207430759849305,False,False,True,True,False,False,True,True
42,RTN INT6,12,0.8741497507399265,0.0097626248079877,0.0387464244966812,10.263376235961914,True,False,False,Magnitude pruning matched INT6,12,0.8297908573296883,0.0097626248079877,0.0387464244966812,10.263376235961914,True,False,False,0.1258502492600735,0.17020914267031173,False,False,True,True,False,False,True,True
45,RTN INT6,12,0.9485438996055922,0.0031542018689196,0.0150156440866631,18.078147888183597,True,True,False,Magnitude pruning matched INT6,12,0.9122791313241853,0.0031542018689196,0.0150156440866631,18.078147888183597,True,True,False,0.051456100394407844,0.08772086867581474,True,True,False,False,False,False,False,False
48,RTN INT6,12,0.9993010434104612,0.0853234607014849,1.126569427444928,26.851715087890625,True,True,False,Magnitude pruning matched INT6,12,0.9987429672390208,0.0853234607014849,1.126569427444928,26.851715087890625,True,True,False,0.0006989565895387795,0.0012570327609792153,True,True,False,False,False,False,False,False
50,RTN INT6,12,0.9003716043826723,0.0359342997951868,0.170630632022265,16.61899757385254,True,True,False,Magnitude pruning matched INT6,12,0.8660139051524842,0.0359342997951868,0.170630632022265,16.61899757385254,True,False,False,0.09962839561732773,0.13398609484751578,True,False,False,True,False,False,False,True
52,RTN INT6,12,0.7954439644664381,0.0018101158474142,0.0070418558787808,9.547414779663086,True,False,False,Magnitude pruning matched INT6,12,0.688097747418164,0.0018101158474142,0.0070418558787808,9.547414779663086,True,False,False,0.20455603553356194,0.311902252581836,False,False,True,True,False,False,True,True
54,RTN INT6,12,0.7840382934619439,0.0013920890937019,0.0050888873524181,8.033287048339844,True,False,False,Magnitude pruning matched INT6,12,0.7454656787211749,0.0013920890937019,0.0050888873524181,8.033287048339844,True,False,False,0.21596170653805613,0.25453432127882514,False,False,True,True,False,False,True,True
56,RTN INT6,12,0.8144231691078883,0.0011660746287762,0.0045755605980624,9.309673309326172,True,False,False,Magnitude pruning matched INT6,12,0.7450635247573517,0.0011660746287762,0.0045755605980624,9.309673309326172,True,False,False,0.18557683089211174,0.2549364752426483,False,False,True,True,False,False,True,True
60,RTN INT6,12,0.9183861621207594,0.001050067204301,0.0044423973777212,11.63599681854248,True,True,False,Magnitude pruning matched INT6,12,0.9036866260550264,0.001050067204301,0.0044423973777212,11.63599681854248,True,True,False,0.08161383787924059,0.09631337394497363,True,True,False,False,False,False,False,False
63,RTN INT6,12,0.9806050471157448,0.0031141993087557,0.0180109163609853,24.54381561279297,True,True,False,Magnitude pruning matched INT6,12,0.9604884253154672,0.0031141993087557,0.0180109163609853,24.54381561279297,True,True,False,0.01939495288425519,0.03951157468453281,True,True,False,False,False,False,False,False
64,RTN INT6,12,0.8951212031460514,0.0063004032258064,0.0278388778261813,18.6496639251709,True,False,False,Magnitude pruning matched INT6,12,0.8612968200537267,0.0063004032258064,0.0278388778261813,18.6496639251709,True,False,False,0.10487879685394863,0.13870317994627335,False,False,True,True,False,False,True,True
65,RTN INT6,12,0.7697772761008896,0.00255616359447,0.0098188103639691,9.10196590423584,True,False,False,Magnitude pruning matched INT6,12,0.7025688388932466,0.00255616359447,0.0098188103639691,9.10196590423584,True,False,False,0.23022272389911036,0.2974311611067534,False,False,True,True,False,False,True,True
